txnno,txndate,custno,amount,category,product,city,state,spendby
00052855,10-13-2011,4008896,037.15,Combat Sports,Martial Arts,Orange,California,cash
00052856,08-31-2011,4005131,105.49,Winter Sports,Snowshoeing,Paterson,New Jersey,credit
00052857,09-25-2011,4003807,132.41,Water Sports,Bodyboarding,Las Vegas,Nevada,credit
00052858,02-28-2011,4004535,199.12,Exercise & Fitness,Exercise Balls,Lincoln,Nebraska,credit
00052859,11-27-2011,4005157,121.86,Games,Mahjong,Orlando,Florida,credit
00052860,02-14-2011,4000598,023.05,Jumping,Pogo Sticks,Brownsville,Texas,cash
00052861,07-07-2011,4003915,062.12,Team Sports,Lacrosse,San Antonio,Texas,credit
00052862,10-07-2011,4003339,079.24,Winter Sports,Bobsledding,Chattanooga,Tennessee,credit
00052863,08-27-2011,4005888,074.39,Exercise & Fitness,Exercise Balls,Cambridge,Massachusetts,credit
00052864,07-30-2011,4009985,057.58,Team Sports,Beach Volleyball,Boston,Massachusetts,credit
00052865,02-06-2011,4002010,059.82,Games,Board Games,Everett,Washington,credit
00052866,01-19-2011,4005340,068.50,Indoor Games,Darts,Pasadena,Texas,credit
00052867,10-12-2011,4002770,032.24,Games,Bingo Sets,Chattanooga,Tennessee,cash
00052868,11-23-2011,4007638,154.16,Racquet Sports,Racquetball,Indianapolis ,Indiana,credit
00052869,05-22-2011,4007576,040.89,Jumping,Jumping Stilts,Dayton,Ohio,cash
00052870,11-23-2011,4006594,043.92,Jumping,Jumping Stilts,Stamford,Connecticut,cash
00052871,09-09-2011,4008557,129.03,Water Sports,Kitesurfing,Sunnyvale,California,credit
00052872,02-26-2011,4000145,057.84,Exercise & Fitness,Medicine Balls,Gilbert,Arizona,credit
00052873,08-04-2011,4002524,073.32,Gymnastics,Pommel Horses,Las Vegas,Nevada,credit
00052874,07-12-2011,4009530,069.73,Jumping,Trampolines,Atlanta,Georgia,credit
00052875,05-03-2011,4001532,131.26,Indoor Games,Ping Pong,Stamford,Connecticut,credit
00052876,12-17-2011,4007605,109.97,Team Sports,Cheerleading,Louisville,Kentucky,credit
00052877,08-31-2011,4007082,008.18,Outdoor Play Equipment,Playhouses,Seattle,Washington,cash
00052878,01-04-2011,4003177,037.39,Exercise & Fitness,Medicine Balls,Brownsville,Texas,cash
00052879,04-04-2011,4008363,146.44,Winter Sports,Sledding,Denver  ,Colorado,credit
00052880,10-07-2011,4000413,085.00,Outdoor Play Equipment,Slides,Paterson,New Jersey,credit
00052881,07-27-2011,4009435,110.92,Racquet Sports,Racquetball,Kansas City,Missouri,credit
00052882,05-17-2011,4003593,095.84,Outdoor Recreation,Ice Climbing,Durham,North Carolina,credit
00052883,04-03-2011,4007090,134.12,Puzzles,Jigsaw Puzzles,Miami,Florida,credit
00052884,04-10-2011,4007827,023.92,Games,Dominoes,Salem,Oregon,cash
00052885,10-07-2011,4007003,144.14,Racquet Sports,Racquetball,Springfield,Illinois,credit
00052886,03-13-2011,4004432,164.16,Outdoor Recreation,Lawn Games,Centennial,Colorado,credit
00052887,03-04-2011,4000615,034.55,Team Sports,Cheerleading,Orange,California,cash
00052888,10-01-2011,4003584,007.96,Exercise & Fitness,Foam Rollers,Columbia,Missouri,cash
00052889,03-29-2011,4005414,144.85,Winter Sports,Sledding,Newark,New Jersey,credit
00052890,03-15-2011,4002708,022.13,Water Sports,Scuba Diving & Snorkeling,Paterson,New Jersey,cash
00052891,03-16-2011,4005640,129.91,Games,Portable Electronic Games,Scottsdale,Arizona,credit
00052892,02-27-2011,4003012,120.08,Games,Dice Games,Pasadena,California,credit
00052893,08-27-2011,4007412,091.41,Outdoor Recreation,Shooting Games,Saint Paul,Minnesota,credit
00052894,04-10-2011,4001967,102.39,Outdoor Recreation,Ice Climbing,Berkeley,California,credit
00052895,06-06-2011,4005861,180.87,Games,Bingo Sets,Dallas,Texas,credit
00052896,07-03-2011,4006353,106.97,Jumping,Bungee Jumping,Madison,Wisconsin,credit
00052897,09-05-2011,4009898,192.05,Racquet Sports,Tennis,Hartford,Connecticut,credit
00052898,09-14-2011,4007906,083.52,Team Sports,Baseball,Miami,Florida,credit
00052899,07-23-2011,4007073,031.18,Team Sports,Team Handball,Everett,Washington,cash
00052900,11-02-2011,4006517,035.12,Indoor Games,Darts,Cleveland,Ohio,credit
00052901,01-24-2011,4006922,124.17,Games,Bingo Sets,Sunnyvale,California,credit
00052902,03-03-2011,4003403,188.62,Games,Card Games,Austin,Texas,credit
00052903,06-18-2011,4008695,095.42,Exercise & Fitness,Abdominal Equipment,Overland Park,Kansas,credit
00052904,07-06-2011,4002676,146.99,Team Sports,Beach Volleyball,Bellevue,Washington,credit
00052905,09-04-2011,4007853,199.81,Outdoor Recreation,Deck Shuffleboard,Fremont,California,credit
00052906,03-11-2011,4009976,061.81,Exercise & Fitness,Weightlifting Belts,Hampton  ,Virginia,credit
00052907,09-03-2011,4004475,114.65,Outdoor Recreation,Track & Field,Newark,New Jersey,credit
00052908,03-15-2011,4004254,111.30,Outdoor Play Equipment,Outdoor Playsets,Las Vegas,Nevada,credit
00052909,10-13-2011,4007042,044.55,Combat Sports,Boxing,Jacksonville ,Florida,credit
00052910,04-18-2011,4002408,057.55,Water Sports,Life Jackets,Lexington,Kentucky,credit
00052911,11-09-2011,4009282,146.99,Gymnastics,Gymnastics Bars,Durham,North Carolina,credit
00052912,03-27-2011,4001496,050.99,Outdoor Recreation,Skateboarding,Boston,Massachusetts,credit
00052913,08-16-2011,4007679,008.33,Racquet Sports,Squash,Lexington,Kentucky,credit
00052914,03-01-2011,4006234,147.72,Exercise & Fitness,Cardio Machine Accessories,Pasadena,Texas,credit
00052915,04-27-2011,4008676,039.32,Winter Sports,Snowshoeing,Buffalo,New York,credit
00052916,05-10-2011,4002176,127.90,Team Sports,Baseball,Hampton  ,Virginia,credit
00052917,10-11-2011,4007479,127.75,Indoor Games,Air Hockey,Durham,North Carolina,credit
00052918,04-28-2011,4007922,065.98,Gymnastics,Balance Beams,Orange,California,credit
00052919,08-24-2011,4003847,098.25,Exercise & Fitness,Free Weights,Boise,Idaho,credit
00052920,01-15-2011,4009480,199.57,Gymnastics,Balance Beams,San Francisco,California,credit
00052921,12-03-2011,4006160,030.84,Outdoor Recreation,Equestrian,Cambridge,Massachusetts,credit
00052922,11-27-2011,4006460,151.24,Water Sports,Swimming,Gilbert,Arizona,credit
00052923,12-12-2011,4003852,017.45,Outdoor Recreation,Geocaching,Columbia,Missouri,credit
00052924,10-10-2011,4009619,151.56,Jumping,Jumping Stilts,Des Moines,Iowa,credit
00052925,04-18-2011,4009224,100.73,Outdoor Recreation,Fishing,Everett,Washington,credit
00052926,11-30-2011,4007407,053.86,Team Sports,Beach Volleyball,Chattanooga,Tennessee,credit
00052927,08-03-2011,4006855,089.86,Air Sports,Parachutes,Pittsburgh,Pennsylvania,credit
00052928,07-30-2011,4005942,016.96,Outdoor Recreation,Hunting,Hartford,Connecticut,credit
00052929,08-09-2011,4007987,025.65,Team Sports,Field Hockey,Kansas City,Missouri,credit
00052930,05-14-2011,4008638,022.58,Outdoor Play Equipment,Water Tables,Chattanooga,Tennessee,credit
00052931,11-19-2011,4002653,062.43,Racquet Sports,Badminton,Cleveland,Ohio,credit
00052932,02-04-2011,4004092,045.18,Winter Sports,Snowboarding,Berkeley,California,credit
00052933,03-22-2011,4006694,183.36,Outdoor Recreation,Running,Dallas,Texas,credit
00052934,05-05-2011,4004307,184.22,Outdoor Recreation,Archery,Hampton  ,Virginia,credit
00052935,01-27-2011,4008322,021.52,Exercise & Fitness,Weight Benches,Louisville,Kentucky,credit
00052936,04-24-2011,4008584,182.40,Games,Board Games,Coral Springs,Florida,credit
00052937,02-03-2011,4000981,013.15,Winter Sports,Downhill Skiing,Hartford,Connecticut,credit
00052938,09-30-2011,4008378,014.90,Winter Sports,Cross-Country Skiing,Plano,Texas,credit
00052939,08-31-2011,4004979,111.26,Dancing,Ballet Bars,Philadelphia,Pennsylvania,credit
00052940,11-01-2011,4005320,073.66,Air Sports,Hang Gliding,Springfield,Illinois,credit
00052941,05-03-2011,4008360,079.32,Exercise & Fitness,Exercise Balls,Springfield,Illinois,credit
00052942,01-09-2011,4005112,072.38,Exercise & Fitness,Weightlifting Belts,New Orleans,Louisiana,credit
00052943,07-12-2011,4005044,152.48,Gymnastics,Gymnastics Mats,Denver  ,Colorado,credit
00052944,02-04-2011,4008743,009.38,Exercise & Fitness,Exercise Balls,Seattle,Washington,cash
00052945,05-17-2011,4003589,029.71,Water Sports,Towed Water Sports,West Valley City,Utah,cash
00052946,08-16-2011,4006779,038.56,Gymnastics,Gymnastics Protective Gear,Honolulu  ,Hawaii,cash
00052947,01-28-2011,4005249,163.22,Winter Sports,Cross-Country Skiing,Philadelphia,Pennsylvania,credit
00052948,08-26-2011,4004213,023.31,Exercise & Fitness,Jump Ropes,Flint,Michigan,cash
00052949,03-31-2011,4003035,043.13,Dancing,Ballet Bars,Columbia,Missouri,cash
00052950,06-07-2011,4009364,068.63,Gymnastics,Gymnastics Bars,Des Moines,Iowa,credit
00052951,07-12-2011,4002392,137.28,Jumping,Pogo Sticks,Flint,Michigan,credit
00052952,01-01-2011,4006825,109.35,Team Sports,Cricket,Indianapolis ,Indiana,credit
00052953,12-28-2011,4005131,139.11,Outdoor Recreation,Riding Scooters,Sunnyvale,California,credit
00052954,07-08-2011,4009469,145.48,Outdoor Play Equipment,Playhouses,Durham,North Carolina,credit
00052955,08-17-2011,4002598,015.10,Outdoor Play Equipment,Swing Sets,Fremont,California,cash
00052956,11-01-2011,4000977,151.01,Water Sports,Towed Water Sports,Detroit,Michigan,credit
00052957,02-08-2011,4009641,008.24,Outdoor Recreation,Fishing,Columbia,Missouri,cash
00052958,12-03-2011,4007288,027.34,Exercise & Fitness,Weightlifting Belts,San Antonio,Texas,cash
00052959,11-27-2011,4009524,196.42,Indoor Games,Bowling,Gresham,Oregon,credit
00052960,10-22-2011,4008928,029.78,Games,Mahjong,Philadelphia,Pennsylvania,cash
00052961,07-26-2011,4005381,025.69,Games,Card Games,Birmingham,Alabama,cash
00052962,03-12-2011,4003118,035.94,Games,Dice Games,San Francisco,California,cash
00052963,07-13-2011,4006682,171.88,Indoor Games,Ping Pong,Vancouver,Washington,credit
00052964,03-17-2011,4000106,112.28,Outdoor Recreation,Camping & Backpacking & Hiking,Pasadena,Texas,credit
00052965,06-11-2011,4004054,024.88,Water Sports,Wetsuits,Oklahoma City,Oklahoma,cash
00052966,05-16-2011,4009500,109.22,Winter Sports,Sledding,Lincoln,Nebraska,credit
00052967,08-20-2011,4007083,175.29,Exercise & Fitness,Exercise Bands,Irvine,California,credit
00052968,10-31-2011,4009494,105.67,Jumping,Trampolines,Newark,New Jersey,credit
00052969,10-28-2011,4007314,077.52,Team Sports,Baseball,Gilbert,Arizona,credit
00052970,03-03-2011,4001176,013.89,Exercise & Fitness,Weightlifting Belts,Oakland,California,cash
00052971,05-25-2011,4003926,100.80,Outdoor Recreation,Rock Climbing,Westminster,Colorado,credit
00052972,08-10-2011,4003293,061.78,Exercise & Fitness,Weightlifting Machines,Oakland,California,credit
00052973,09-07-2011,4007062,040.16,Water Sports,Scuba Diving & Snorkeling,Newark,New Jersey,cash
00052974,09-18-2011,4004142,022.19,Games,Dice & Dice Sets,Jacksonville ,Florida,cash
00052975,03-28-2011,4008052,093.70,Exercise & Fitness,Exercise Balls,San Jose,California,credit
00052976,01-06-2011,4002125,042.00,Racquet Sports,Badminton,Pasadena,Texas,cash
00052977,05-01-2011,4004228,066.30,Exercise & Fitness,Weightlifting Machines,Brownsville,Texas,credit
00052978,02-22-2011,4005627,015.64,Games,Board Games,Fremont,California,cash
00052979,03-13-2011,4005771,185.28,Water Sports,Bodyboarding,Houston,Texas,credit
00052980,08-22-2011,4004384,173.16,Exercise & Fitness,Exercise Balls,Hampton  ,Virginia,credit
00052981,03-20-2011,4005299,026.76,Winter Sports,Snowmobiling,Dayton,Ohio,cash
00052982,10-16-2011,4000812,174.95,Winter Sports,Downhill Skiing,Bellevue,Washington,credit
00052983,12-29-2011,4000887,181.81,Exercise & Fitness,Weightlifting Machine Accessories,San Diego,California,credit
00052984,06-15-2011,4008872,053.64,Exercise & Fitness,Weightlifting Machines,Oklahoma City,Oklahoma,credit
00052985,05-18-2011,4001604,159.72,Outdoor Recreation,Camping & Backpacking & Hiking,San Antonio,Texas,credit
00052986,05-23-2011,4005514,015.42,Water Sports,Life Jackets,Lowell,Massachusetts,cash
00052987,04-11-2011,4005578,133.97,Outdoor Recreation,Track & Field,Austin,Texas,credit
00052988,05-13-2011,4006419,138.98,Winter Sports,Snowshoeing,Brownsville,Texas,credit
00052989,01-11-2011,4007833,149.99,Jumping,Bungee Jumping,Oklahoma City,Oklahoma,credit
00052990,01-25-2011,4001125,076.39,Outdoor Recreation,Rock Climbing,Cambridge,Massachusetts,credit
00052991,04-06-2011,4000884,007.11,Winter Sports,Cross-Country Skiing,Montgomery,Alabama,cash
00052992,10-30-2011,4009582,102.71,Exercise & Fitness,Exercise Balls,El Paso,Texas,credit
00052993,10-02-2011,4005381,080.51,Dancing,Ballet Bars,Anaheim,California,credit
00052994,04-14-2011,4001677,090.17,Racquet Sports,Squash,Pittsburgh,Pennsylvania,credit
00052995,05-25-2011,4006947,104.08,Team Sports,Basketball,Irving,Texas,credit
00052996,01-24-2011,4007695,065.27,Jumping,Bungee Jumping,Honolulu  ,Hawaii,credit
00052997,04-29-2011,4006228,127.11,Outdoor Recreation,Geocaching,Nashville  ,Tennessee,credit
00052998,02-14-2011,4007489,087.34,Exercise & Fitness,Weightlifting Machines,Lowell,Massachusetts,credit
00052999,07-26-2011,4008574,050.92,Outdoor Play Equipment,Playhouses,Richmond  ,Virginia,credit
00053000,04-28-2011,4004990,037.40,Indoor Games,Air Hockey,Atlanta,Georgia,credit
00053001,04-26-2011,4001986,075.36,Outdoor Play Equipment,Outdoor Playsets,Clarksville,Tennessee,credit
00053002,07-07-2011,4001456,034.69,Exercise & Fitness,Weightlifting Belts,Fremont,California,credit
00053003,02-15-2011,4002245,121.63,Jumping,Jumping Stilts,Paterson,New Jersey,credit
00053004,05-15-2011,4001348,128.99,Water Sports,Kitesurfing,Centennial,Colorado,credit
00053005,08-22-2011,4000667,101.35,Exercise & Fitness,Gym Mats,Berkeley,California,credit
00053006,12-30-2011,4003513,005.26,Exercise & Fitness,Gym Mats,Washington,District of Columbia,credit
00053007,05-23-2011,4004652,171.64,Exercise & Fitness,Free Weight Bars,McKinney,Texas,credit
00053008,01-20-2011,4007960,169.79,Team Sports,Basketball,Portland,Oregon,credit
00053009,08-12-2011,4001779,190.59,Exercise & Fitness,Free Weight Bars,Omaha,Nebraska,credit
00053010,09-04-2011,4005480,026.90,Outdoor Play Equipment,Lawn Water Slides,West Valley City,Utah,credit
00053011,01-15-2011,4003007,060.29,Outdoor Recreation,Motorsports,Denver  ,Colorado,credit
00053012,04-01-2011,4005988,120.36,Outdoor Recreation,Shooting Games,Lexington,Kentucky,credit
00053013,04-29-2011,4006953,136.86,Games,Dice Games,Gresham,Oregon,credit
00053014,10-16-2011,4009830,100.95,Outdoor Recreation,Golf,Jackson,Mississippi,credit
00053015,10-08-2011,4000204,165.48,Exercise & Fitness,Gym Mats,Minneapolis,Minnesota,credit
00053016,02-13-2011,4005476,124.18,Outdoor Recreation,Deck Shuffleboard,Honolulu  ,Hawaii,credit
00053017,12-29-2011,4005179,055.08,Indoor Games,Billiards,Irvine,California,credit
00053018,04-06-2011,4000257,186.79,Gymnastics,Balance Beams,San Jose,California,credit
00053019,07-24-2011,4001191,149.08,Indoor Games,Air Hockey,Plano,Texas,credit
00053020,09-29-2011,4006852,040.92,Water Sports,Scuba Diving & Snorkeling,Hampton  ,Virginia,credit
00053021,06-08-2011,4008587,169.45,Gymnastics,Gymnastics Protective Gear,Overland Park,Kansas,credit
00053022,02-01-2011,4006737,135.39,Outdoor Recreation,Running,Berkeley,California,credit
00053023,02-12-2011,4007006,079.54,Gymnastics,Pommel Horses,Charleston,South Carolina,credit
00053024,10-02-2011,4007016,075.90,Combat Sports,Wrestling,McKinney,Texas,credit
00053025,11-25-2011,4007816,054.91,Exercise & Fitness,Exercise Balls,Gresham,Oregon,credit
00053026,03-31-2011,4008856,041.46,Team Sports,Indoor Volleyball,Charlotte,North Carolina,credit
00053027,06-03-2011,4006225,077.83,Exercise & Fitness,Weightlifting Machines,Durham,North Carolina,credit
00053028,06-05-2011,4009304,051.62,Indoor Games,Ping Pong,Houston,Texas,credit
00053029,06-11-2011,4003005,152.15,Outdoor Recreation,Riding Scooters,Oakland,California,credit
00053030,02-05-2011,4004474,123.18,Air Sports,Air Suits,Clarksville,Tennessee,credit
00053031,11-13-2011,4009532,125.53,Winter Sports,Bobsledding,Columbus,Georgia,credit
00053032,03-06-2011,4001106,164.67,Indoor Games,Bowling,Boston,Massachusetts,credit
00053033,05-02-2011,4003268,152.76,Outdoor Recreation,Geocaching,New York,New York,credit
00053034,10-26-2011,4002694,127.19,Team Sports,Cricket,Orlando,Florida,credit
00053035,01-04-2011,4004200,083.47,Outdoor Recreation,Ice Climbing,San Antonio,Texas,credit
00053036,12-01-2011,4006912,064.51,Outdoor Play Equipment,Playhouses,Columbus,Georgia,credit
00053037,03-31-2011,4006554,182.72,Exercise & Fitness,Medicine Balls,Hartford,Connecticut,credit
00053038,08-23-2011,4007954,028.25,Air Sports,Hang Gliding,Lincoln,Nebraska,credit
00053039,12-09-2011,4000864,091.37,Outdoor Recreation,Lawn Games,Boise,Idaho,credit
00053040,02-28-2011,4000480,154.96,Water Sports,Water Polo,Lowell,Massachusetts,credit
00053041,08-28-2011,4002943,063.95,Water Sports,Water Tubing,Lowell,Massachusetts,credit
00053042,12-11-2011,4005278,013.54,Outdoor Recreation,Tetherball,Memphis,Tennessee,cash
00053043,02-28-2011,4002690,038.43,Jumping,Jumping Stilts,Reno,Nevada,cash
00053044,01-06-2011,4009263,099.74,Team Sports,Curling,Phoenix,Arizona,credit
00053045,05-22-2011,4009330,059.56,Team Sports,Curling,Sunnyvale,California,credit
00053046,04-20-2011,4000744,110.92,Outdoor Play Equipment,Water Tables,Orange,California,credit
00053047,01-13-2011,4006957,146.49,Games,Poker Chips & Sets,Lincoln,Nebraska,credit
00053048,06-04-2011,4006810,099.92,Outdoor Recreation,Cycling,Pasadena,Texas,credit
00053049,03-31-2011,4000879,064.73,Games,Dominoes,San Francisco,California,credit
00053050,10-02-2011,4000443,147.85,Games,Dice & Dice Sets,Richmond  ,Virginia,credit
00053051,02-14-2011,4009178,021.54,Team Sports,Curling,Durham,North Carolina,cash
00053052,03-20-2011,4002192,043.85,Team Sports,Team Handball,Milwaukee,Wisconsin,cash
00053053,07-17-2011,4001121,100.96,Combat Sports,Fencing,Buffalo,New York,credit
00053054,05-10-2011,4004642,184.29,Outdoor Recreation,Skating,Fremont,California,credit
00053055,04-05-2011,4007446,110.68,Indoor Games,Foosball,Tampa,Florida,credit
00053056,04-21-2011,4008666,083.84,Exercise & Fitness,Free Weights,Durham,North Carolina,credit
00053057,08-14-2011,4006529,197.13,Team Sports,Curling,Baltimore,Maryland,credit
00053058,01-11-2011,4004873,147.67,Exercise & Fitness,Abdominal Equipment,Columbus,Ohio,credit
00053059,09-22-2011,4005159,050.59,Exercise & Fitness,Jump Ropes,Oklahoma City,Oklahoma,credit
00053060,09-14-2011,4004499,028.71,Outdoor Recreation,Equestrian,Denver  ,Colorado,cash
00053061,07-28-2011,4004963,041.41,Water Sports,Life Jackets,Santa Ana,California,cash
00053062,06-05-2011,4009395,181.62,Jumping,Trampolines,Midland,Texas,credit
